DBN,SCHOOL NAME.x,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,SCHOOL NAME.y,avg_class_size,Name,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,School Name,Total Cohort,grads_percent,dropout_percent,school_name,boro,Location 1,coordinates,lat,long
22K425,JAMES MADISON HIGH SCHOOL,518,436,475,439,1350,JAMES MADISON HS,323,463,188,1.4334365325077398,40.60475161987041,James Madison High School,30,JAMES MADISON HIGH SCHOOL,58.3,3076,13.2,12.4,118,20.8,17.9,14.5,46.4,54.4,45.6,JAMES MADISON HIGH SCHOOL,1076,66.3,13.8,James Madison High School,Brooklyn,"3787 Bedford Avenue
Brooklyn, NY 11229
(40.60975848100048, -73.94845183699965)","(40.60975848100048, -73.94845183699965)",40.6097584810004,-73.94845183699965
22K495,SHEEPSHEAD BAY HIGH SCHOOL,236,383,392,370,1145,SHEEPSHEAD BAY HS,37,59,27,1.5945945945945945,45.76271186440678,Sheepshead Bay High School,26,SHEEPSHEAD BAY HIGH SCHOOL,53.1,1928,21.7,13.1,122,12,61.8,15.8,10.1,53.2,46.8,SHEEPSHEAD BAY HIGH SCHOOL,537,57.9,21.8,NA,NA,NA,NA,NA,NA
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,259,524,561,542,1627,LEON GOLDSTEIN HS SCIENCES,367,575,382,1.5667574931880108,66.43478260869566,Leon M. Goldstein High School for the Sciences,32,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,29,1022,0.5,7.3,0,13.5,9.4,10.8,65.6,41.2,58.8,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE,253,96.4,2.4,Leon M. Goldstein High School for the Sciences,Brooklyn,"1830 Shore Boulevard
Brooklyn, NY 11235
(40.5808471360005, -73.93608856899965)","(40.5808471360005, -73.93608856899965)",40.580847136,-73.93608856899965
22K555,BROOKLYN COLLEGE ACADEMY,131,456,456,440,1352,NA,NA,NA,NA,NA,NA,Brooklyn College Academy,26,BROOKLYN COLLEGE ACADEMY,48.4,630,0.2,1.7,0,5.9,77.9,12.4,2.7,36.3,63.7,BROOKLYN COLLEGE ACADEMY,120,95.8,0,Brooklyn College Academy,Brooklyn,"350 Coney Island Avenue
Brooklyn, NY 11218
(40.64920062700048, -73.97169462099964)","(40.64920062700048, -73.97169462099964)",40.6492006270004,-73.97169462099964
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,60,389,409,387,1185,Brooklyn Collegiate: A College Board School,15,16,NA,1.0666666666666667,NA,Brooklyn Collegiate: A College Board School,25,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,74.5,580,1.6,12.1,27,1.9,88.1,8.3,0.5,50.7,49.3,BROOKLYN COLLEGIATE: A COLLEGE BOARD,70,62.9,7.1,Brooklyn Collegiate: A College Board School,Brooklyn,"2021 Bergen Street
Brooklyn, NY 11233
(40.67413738300047, -73.91349449099965)","(40.67413738300047, -73.91349449099965)",40.6741373830004,-73.91349449099965
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55,361,371,359,1091,Frederick Douglass Academy VII High School,39,40,NA,1.0256410256410255,NA,Frederick Douglass Academy VII High School,23,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,66.9,365,1.4,20.3,21,0.8,88.5,10.4,0,48.5,51.5,FREDERICK DOUGLASS ACADEMY VII HIGH S,92,70.7,6.5,Frederick Douglass Academy VII High School,Brooklyn,"226 Bristol Street
Brooklyn, NY 11212
(40.665810912000495, -73.91169964499966)","(40.665810912000495, -73.91169964499966)",40.66581091200049,-73.91169964499966
23K643,BROOKLYN DEMOCRACY ACADEMY,11,349,338,331,1018,NA,NA,NA,NA,NA,NA,NA,NA,BROOKLYN DEMOCRACY ACADEMY,62.3,205,2.4,16.1,4,1.5,85.9,11.7,0.5,47.8,52.2,BROOKLYN DEMOCRACY ACADEMY,97,26.8,11.3,NA,NA,NA,NA,NA,NA
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,7,311,371,311,993,NA,NA,NA,NA,NA,NA,Aspirations Diploma Plus High School,19,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,72.5,275,2.2,7.3,1,1.5,77.8,20,0.4,46.2,53.8,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,117,13.7,29.1,NA,NA,NA,NA,NA,NA
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,17,350,346,332,1028,NA,NA,NA,NA,NA,NA,Metropolitan Diploma Plus High School,21,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,72.1,181,1.1,8.8,1,0,86.2,13.8,0,48.6,51.4,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,97,22.7,16.5,NA,NA,NA,NA,NA,NA
23K697,TEACHERS PREPARATORY HIGH SCHOOL,69,392,416,388,1196,TEACHERS PREPARATORY SCHOOL,33,37,NA,1.121212121212121,NA,Teachers Preparatory High School,25,TEACHERS PREPARATORY HIGH SCHOOL,69.8,566,1.8,11,35,0.7,84.8,13.1,1.2,34.1,65.9,TEACHERS PREPARATORY HIGH SCHOOL,99,72.7,3,Teachers Preparatory High School,Brooklyn,"226 Bristol Street
Brooklyn, NY 11212
(40.665810912000495, -73.91169964499966)","(40.665810912000495, -73.91169964499966)",40.66581091200049,-73.91169964499966
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,89,405,454,421,1280,Academy of Finance and  Enterprise,95,137,40,1.4421052631578948,29.1970802919708,Academy of Finance and Enterprise,24,ACADEMY OF FINANCE AND ENTERPRISE,62.8,420,7.9,9.8,2,17.9,9.8,56.4,15.2,49.3,50.7,ACADEMY OF FINANCE AND  ENTERPRISE,90,90,2.2,Academy of Finance and Enterprise,Queens,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)","(40.74509351900048, -73.93681389799963)",40.7450935190004,-73.93681389799963
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,39,406,413,400,1219,High School of Applied Communication,46,48,NA,1.0434782608695652,NA,High School of Applied Communication,22,HIGH SCHOOL OF APPLIED COMMUNICATION,66.9,388,10.3,16.2,2,13.9,12.9,57.2,16,43.8,56.2,HIGH SCHOOL OF APPLIED COMMUNICATION,101,80.2,3,High School of Applied Communication,Queens,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)","(40.74509351900048, -73.93681389799963)",40.7450935190004,-73.93681389799963
24Q293,CIVIC LEADERSHIP ACADEMY,69,404,429,407,1240,NA,NA,NA,NA,NA,NA,Civic Leadership Academy,23,CIVIC LEADERSHIP ACADEMY,71,449,9.1,18.5,4,7.8,9.1,79.3,3.3,44.5,55.5,NA,NA,NA,NA,Civic Leadership Academy,Queens,"45-10 94Th Street
Elmhurst, NY 11373
(40.74330287300046, -73.87057497699965)","(40.74330287300046, -73.87057497699965)",40.7433028730004,-73.87057497699965
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,55,317,323,311,951,NA,NA,NA,NA,NA,NA,Pan American International High School,20,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,78.3,366,91.3,0.8,0,0,0,100,0,47.8,52.2,PAN AMERICAN INTERNATIONAL HIGH SCHOO,1,NA,NA,Pan American International High School,Queens,"45-10 94Th Street
Elmhurst, NY 11373
(40.74330287300046, -73.87057497699965)","(40.74330287300046, -73.87057497699965)",40.7433028730004,-73.87057497699965
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,155,545,568,550,1663,NA,NA,NA,NA,NA,NA,Bard High School Early College II,20,BARD HIGH SCHOOL EARLY COLLEGE II,39.2,631,0.3,0,NA,32,16.2,21.2,30.3,39.3,60.7,BARD HIGH SCHOOL EARLY COLLEGE II,50,96,0,Bard High School Early College Queens,Queens,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)","(40.74509351900048, -73.93681389799963)",40.7450935190004,-73.93681389799963
24Q455,NEWTOWN HIGH SCHOOL,320,383,440,380,1203,NEWTOWN HS,174,200,117,1.1494252873563218,58.5,Newtown High School,27,NEWTOWN HIGH SCHOOL,56.2,2572,30,10.3,112,24.6,9.3,60.3,5.3,57.5,42.5,NEWTOWN HIGH SCHOOL,773,49.4,16.2,Newtown High School,Queens,"48-01 90 Street
Elmhurst, NY 11373
(40.74120520000048, -73.87472988399963)","(40.74120520000048, -73.87472988399963)",40.7412052000004,-73.87472988399963
24Q457,YOUNG ADULT BOROUGH CENTER AT ARTS AND BUSINESS HS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24Q485,GROVER CLEVELAND HIGH SCHOOL,241,395,420,396,1211,GROVER CLEVELAND HS,200,274,112,1.37,40.87591240875913,Grover Cleveland High School,27,GROVER CLEVELAND HIGH SCHOOL,41.4,2069,21.6,12.7,122,9.1,4.4,63.5,22.7,55,45,GROVER CLEVELAND HIGH SCHOOL,703,54.2,17.1,Grover Cleveland High School,Queens,"21-27 Himrod Street
Ridgewood, NY 11385
(40.71122219500046, -73.90865212999967)","(40.71122219500046, -73.90865212999967)",40.7112221950004,-73.90865212999967
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,58,399,393,385,1177,NA,NA,NA,NA,NA,NA,Middle College High School at LaGuardia Community College,18,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNIT,58.9,497,0.2,13.1,0,7.8,9.5,71.4,11.3,52.9,47.1,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARD,94,70.2,10.6,Middle College High School at LaGuardia Community College,Queens,"45-35 Van Dam Street
Long Island City, NY 11101
(40.744149536000464, -73.93362674099967)","(40.744149536000464, -73.93362674099967)",40.74414953600046,-73.93362674099967
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,69,326,409,329,1064,NA,NA,NA,NA,NA,NA,International High School at LaGuardia Community College,17,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY,75.7,493,76.5,0,NA,43,2,44,10.3,46,54,INTERNATIONAL HIGH SCHOOL AT LAGUARDI,124,48.4,8.1,International High School at LaGuardia Community College,Queens,"45-35 Van Dam Street
Long Island City, NY 11101
(40.744149536000464, -73.93362674099967)","(40.744149536000464, -73.93362674099967)",40.74414953600046,-73.93362674099967
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,138,391,403,380,1174,HIGH SCHOOL FOR ARTS & BUSINESS,198,320,73,1.6161616161616161,22.8125,High School for Arts and Business,27,HIGH SCHOOL FOR ARTS AND BUSINESS,69.6,828,13.3,12.2,7,9.1,8.3,79.2,3,43.1,56.9,HIGH SCHOOL FOR ARTS AND BUSINESS,187,67.4,9.1,High School for Arts and Business,Queens,"105-25 Horace Harding Expy N
Corona, NY 11368
(40.73741817000047, -73.85330572999965)","(40.73741817000047, -73.85330572999965)",40.7374181700004,-73.85330572999965
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",80,443,447,440,1330,NA,NA,NA,NA,NA,NA,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",26,ROBERT F. WAGNER JR.,60.5,601,3.8,12.3,2,20.8,6.2,62.4,10.5,46.6,53.4,ROBERT F. WAGNER  JR. SECONDARY SCHOO,95,62.1,4.2,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,"47-07 30 Place
Long Island City, NY 11101
(40.742263515000445, -73.93687612099967)","(40.742263515000445, -73.93687612099967)",40.74226351500044,-73.93687612099967
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,155,417,447,406,1270,QUEENS VHS,27,27,20,1,74.07407407407408,Queens Vocational and Technical High School,28,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,71.9,1368,6.4,13.7,62,10.2,6.9,74.2,8.7,60.3,39.7,QUEENS VOCATIONAL AND TECHNICAL HIGH,271,70.8,10.7,Queens Vocational and Technical High School,Queens,"37-02 47 Avenue
Long Island City, NY 11101
(40.74218869400045, -73.92824329199965)","(40.74218869400045, -73.92824329199965)",40.7421886940004,-73.92824329199965
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,396,445,496,423,1364,AVIATION CAREER & TECHNICAL H.S.,130,140,61,1.0769230769230769,43.57142857142857,Aviation Career & Technical Education High School,28,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOO,61.2,2201,3.2,5.3,49,27.1,6.8,55.3,10.1,85.3,14.7,AVIATION CAREER & TECHNICAL EDUCATION,368,74.5,1.4,Aviation Career & Technical Education High School,Queens,"45-30 36 Street
Long Island City, NY 11101
(40.7435936440005, -73.92907786499967)","(40.7435936440005, -73.92907786499967)",40.743593644,-73.92907786499967
24Q744,VOYAGES PREPARATORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VOYAGES PREPARATORY,59.1,248,3.6,6,0,8.1,23,61.7,6.9,50.4,49.6,VOYAGES PREPARATORY,85,11.8,11.8,NA,NA,NA,NA,NA,NA
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",58,455,498,443,1396,NA,NA,NA,NA,NA,NA,"Queens School of Inquiry, The",25,THE QUEENS SCHOOL OF INQUIRY,41.3,587,2.7,11.8,0,40.2,17,24.2,18.1,46.7,53.3,NA,NA,NA,NA,"Queens School of Inquiry, The",Queens,"158-40 76 Road
Fresh Meadows, NY 11366
(40.72452298400049, -73.80942798999968)","(40.72452298400049, -73.80942798999968)",40.7245229840004,-73.80942798999968
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,45,314,417,318,1049,NA,NA,NA,NA,NA,NA,Flushing International High School,19,FLUSHING INTERNATIONAL HIGH SCHOOL,84.1,422,88.6,0.7,0,64.5,1.2,32.7,1.7,57.3,42.7,FLUSHING INTERNATIONAL HIGH SCHOOL,86,59.3,10.5,Flushing International High School,Queens,"144-80 Barclay Avenue
Flushing, NY 11355
(40.760414170000445, -73.81837627799968)","(40.760414170000445, -73.81837627799968)",40.76041417000044,-73.81837627799968
25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,59,416,463,392,1271,NA,NA,NA,NA,NA,NA,East-West School of International Studies,29,EASTWEST SCHOOL OF INTERNATIONAL STUDIES,53.3,616,13.6,9.4,1,62.7,14.8,17.9,3.4,54.1,45.9,EAST-WEST SCHOOL OF INTERNATIONAL STU,75,85.3,0,East-West School of International Studies,Queens,"46-21 Colden Street
Flushing, NY 11355
(40.74930280500047, -73.82180810599965)","(40.74930280500047, -73.82180810599965)",40.7493028050004,-73.82180810599965
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471,489,481,1441,World Journalism Preparatory: A College Board Scho,65,87,18,1.3384615384615384,20.689655172413794,World Journalism Preparatory: A College Board School,25,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SC,33.5,595,0.8,17.8,0,19.3,8.4,20.3,51.6,42.2,57.8,WORLD JOURNALISM PREPARATORY: A COLLE,82,86.6,1.2,World Journalism Preparatory: A College Board School,Queens,"34-65 192 Street
Flushing, NY 11358
(40.76512327300048, -73.79005967599966)","(40.76512327300048, -73.79005967599966)",40.7651232730004,-73.79005967599966
25Q425,JOHN BOWNE HIGH SCHOOL,558,397,451,395,1243,JOHN BOWNE HS,176,229,116,1.3011363636363635,50.65502183406113,John Bowne High School,29,JOHN BOWNE HIGH SCHOOL,68.2,3660,24.7,9.8,162,34.3,19.2,40.7,5.2,49.2,50.8,JOHN BOWNE HIGH SCHOOL,688,56.1,20.6,John Bowne High School,Queens,"63-25 Main Street
Flushing, NY 11367
(40.73869720300047, -73.82479482099967)","(40.73869720300047, -73.82479482099967)",40.7386972030004,-73.82479482099967
25Q460,FLUSHING HIGH SCHOOL,347,393,441,382,1216,FLUSHING HS,324,424,136,1.308641975308642,32.075471698113205,Flushing High School,30,FLUSHING HIGH SCHOOL,67.6,3113,20,11.7,137,19.9,26.5,49.8,3.2,55.8,44.2,FLUSHING HIGH SCHOOL,588,56.5,20.7,Flushing High School,Queens,"35-01 Union Street
Flushing, NY 11354
(40.765243471000474, -73.82785528199963)","(40.765243471000474, -73.82785528199963)",40.76524347100047,-73.82785528199963
25Q467,FLUSHING YABC,9,378,373,344,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621,651,638,1910,TOWNSEND HARRIS HS,613,796,625,1.298531810766721,78.5175879396985,Townsend Harris High School,29,TOWNSEND HARRIS HIGH SCHOOL,29.2,1140,0,0.2,0,55.5,5.9,12.9,24.6,28.9,71.1,TOWNSEND HARRIS HIGH SCHOOL,278,100,0,Townsend Harris High School,Queens,"149-11 Melbourne Avenue
Flushing, NY 11367
(40.73440841000047, -73.82141748299966)","(40.73440841000047, -73.82141748299966)",40.7344084100004,-73.82141748299966
25Q540,QUEENS ACADEMY HIGH SCHOOL,17,398,382,388,1168,NA,NA,NA,NA,NA,NA,Queens Academy High School,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUEENS ACADEMY HIGH SCHOOL,141,22,10.6,NA,NA,NA,NA,NA,NA
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431,458,441,1330,R F KENNEDY COLLABORATIVE H S,77,112,43,1.4545454545454546,38.392857142857146,Robert F. Kennedy Community High School,30,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,46.4,721,7.5,18.4,7,28.4,11.5,35.4,24.5,53.8,46.2,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,159,56.6,8.200000000000001,Robert F. Kennedy Community High School,Queens,"75-40 Parsons Boulevard
Fresh Meadows, NY 11366
(40.72560316100049, -73.81072114699964)","(40.72560316100049, -73.81072114699964)",40.7256031610004,-73.81072114699964
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,7,379,421,377,1177,NA,NA,NA,NA,NA,NA,North Queens Community High School,20,NORTH QUEENS COMMUNITY HIGH SCHOOL,54.1,198,1.5,11.6,1,10.1,42.4,33.3,14.1,45.5,54.5,NORTH QUEENS COMMUNITY HIGH SCHOOL,62,19.4,11.3,NA,NA,NA,NA,NA,NA
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480,545,489,1514,BENJAMIN N. CARDOZO,676,1145,796,1.6937869822485208,69.51965065502183,Benjamin N. Cardozo High School,31,BENJAMIN N. CARDOZO HIGH SCHOOL,37.3,3912,6.1,11.5,173,45.7,18.4,18.6,16.8,47.4,52.6,BENJAMIN N. CARDOZO HIGH SCHOOL,981,80.1,4.5,Benjamin N. Cardozo High School,Queens,"57-00 223Rd Street
Oakland Gardens, NY 11364
(40.75239242400045, -73.75608335799967)","(40.75239242400045, -73.75608335799967)",40.7523924240004,-73.75608335799967
26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468,539,467,1474,FRANCIS LEWIS HS,697,1033,583,1.4820659971305596,56.437560503388184,Francis Lewis High School,30,FRANCIS LEWIS HIGH SCHOOL,51.6,4152,13.2,12.3,214,51.9,8.3,24.1,15.5,49.2,50.8,FRANCIS LEWIS HIGH SCHOOL,1209,74.2,5.1,Francis Lewis High School,Queens,"58-20 Utopia Parkway
Fresh Meadows, NY 11365
(40.74055571400049, -73.79284814599964)","(40.74055571400049, -73.79284814599964)",40.7405557140004,-73.79284814599964
26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391,397,384,1172,MARTIN VAN BUREN HS,71,101,15,1.4225352112676057,14.85148514851485,Martin Van Buren High School,27,MARTIN VAN BUREN HIGH SCHOOL,38.2,2390,9.9,11.5,138,24.1,56.4,15.1,2.9,54.3,45.7,MARTIN VAN BUREN HIGH SCHOOL,755,62.8,8.5,Martin Van Buren High School,Queens,"230-17 Hillside Avenue
Queens Village, NY 11427
(40.73281710900045, -73.73965041299965)","(40.73281710900045, -73.73965041299965)",40.7328171090004,-73.73965041299965
26Q495,BAYSIDE HIGH SCHOOL,708,462,523,464,1449,BAYSIDE HS,480,686,413,1.4291666666666667,60.204081632653065,Bayside High School,32,BAYSIDE HIGH SCHOOL,52.4,3308,5.7,10.6,119,45.2,12.7,22.3,19.6,49.4,50.6,BAYSIDE HIGH SCHOOL,902,80.2,6.4,Bayside High School,Queens,"32-24 Corporal Kennedy Street
Bayside, NY 11361
(40.771867242000496, -73.78038695199967)","(40.771867242000496, -73.78038695199967)",40.77186724200049,-73.78038695199967
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425,434,420,1279,"Queens High School of Teaching, Liberal Arts and t",NA,NA,NA,NA,NA,"Queens High School of Teaching, Liberal Arts and the Sciences",29,QUEENS HIGH SCHOOL OF TEACHING,39.5,1196,2.5,13.9,18,23.8,46.3,16.8,12.3,45.8,54.2,QUEENS HIGH SCHOOL OF TEACHING  LIBER,281,83.6,3.2,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,"74-20 Commonwealth Blvd
Bellerose, NY 11426
(40.744904361000465, -73.72690964199967)","(40.744904361000465, -73.72690964199967)",40.74490436100046,-73.72690964199967
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387,385,373,1145,NA,NA,NA,NA,NA,NA,Frederick Douglass Academy VI High School,25,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,57.1,445,4,13.9,23,3.8,67,27,1.3,52.6,47.4,FREDERICK DOUGLASS ACADEMY VI HIGH SC,95,71.6,4.2,Frederick Douglass Academy VI High School,Queens,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)","(40.601989336000486, -73.76283432299965)",40.60198933600048,-73.76283432299965
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,74,432,419,401,1252,Channel View School for Research,43,69,18,1.6046511627906976,26.08695652173913,Channel View School for Research,26,CHANNEL VIEW SCHOOL FOR RESEARCH,58,636,1.3,10.5,12,5.7,55.2,27.5,11.2,51.1,48.9,CHANNEL VIEW SCHOOL FOR RESEARCH,71,94.4,0,Channel View School for Research,Queens,"100-00 Beach Channel Drive
Rockaway Park, NY 11694
(40.58600718700046, -73.82308944399966)","(40.58600718700046, -73.82308944399966)",40.5860071870004,-73.82308944399966
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",44,391,401,364,1156,NA,NA,NA,NA,NA,NA,"Queens High School for Information, Research, and Technology",23,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH,75.7,310,10.6,16.1,14,4.2,60.3,30,4.5,54.5,45.5,QUEENS HIGH SCHOOL FOR INFORMATION  R,2,NA,NA,"Queens High School for Information, Research, and Technology",Queens,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)","(40.601989336000486, -73.76283432299965)",40.60198933600048,-73.76283432299965
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,93,423,426,416,1265,NA,NA,NA,NA,NA,NA,Robert H. Goddard High School of Communication Arts and Technology,30,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION A,66.4,578,3.6,15.9,45,26.8,7.6,42.6,21.8,48.1,51.9,NA,NA,NA,NA,Robert H. Goddard High School of Communication Arts and Technology,Queens,"138-30 Lafayette Street
Ozone Park, NY 11417
(40.6717694780005, -73.84497773899966)","(40.6717694780005, -73.84497773899966)",40.671769478,-73.84497773899966
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,36,367,379,348,1094,NA,NA,NA,NA,NA,NA,Academy of Medical Technology: A College Board School,23,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD S,64.2,527,10.6,14,20,9.1,52.6,34.2,3.2,43.8,56.2,NA,NA,NA,NA,Academy of Medical Technology: A College Board School,Queens,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)","(40.601989336000486, -73.76283432299965)",40.60198933600048,-73.76283432299965
27Q323,SCHOLARS' ACADEMY,89,499,537,496,1532,Scholars' Academy,55,121,57,2.2,47.107438016528924,Scholars' Academy,26,THE SCHOLARS ACADEMY,35.9,1062,0,1,0,22,19.2,15.9,41.6,43.9,56.1,NA,NA,NA,NA,Scholars' Academy,Queens,"320 Beach 104Th Street
Rockaway Park, NY 11694
(40.58413137400049, -73.82568121199967)","(40.58413137400049, -73.82568121199967)",40.5841313740004,-73.82568121199967
27Q400,AUGUST MARTIN HIGH SCHOOL,101,377,371,360,1108,AUGUST MARTIN HS,19,28,NA,1.4736842105263157,NA,August Martin High School,29,AUGUST MARTIN HIGH SCHOOL,65.1,1029,4.3,16.5,85,6.2,79.9,11.5,1.7,55.2,44.8,AUGUST MARTIN HIGH SCHOOL,288,53.5,16.7,August Martin High School,Queens,"156-10 Baisley Boulevard
Jamaica, NY 11434
(40.67552680900047, -73.78343251299964)","(40.67552680900047, -73.78343251299964)",40.6755268090004,-73.78343251299964
27Q410,BEACH CHANNEL HIGH SCHOOL,78,384,396,354,1134,NA,NA,NA,NA,NA,NA,Beach Channel High School,29,BEACH CHANNEL HIGH SCHOOL,65.5,684,11.3,21.8,63,2,46.8,44.3,6.3,57.5,42.5,BEACH CHANNEL HIGH SCHOOL,389,48.6,15.7,NA,NA,NA,NA,NA,NA
27Q475,RICHMOND HILL HIGH SCHOOL,404,382,404,368,1154,RICHMOND HILL HS,142,170,55,1.1971830985915493,32.35294117647059,Richmond Hill High School,30,RICHMOND HILL HIGH SCHOOL,61.8,2585,17.4,13.7,135,32.9,16.8,46.4,3.2,53,47,RICHMOND HILL HIGH SCHOOL,867,52,19.8,Richmond Hill High School,Queens,"89-30 114 Street
Richmond Hill, NY 11418
(40.6956492220005, -73.83358480499965)","(40.6956492220005, -73.83358480499965)",40.695649222,-73.83358480499965
27Q480,JOHN ADAMS HIGH SCHOOL,403,391,409,392,1192,JOHN ADAMS HS,140,168,33,1.2,19.642857142857142,John Adams High School,27,JOHN ADAMS HIGH SCHOOL,75.5,3386,16,12.1,147,27.5,27.7,37.1,3.6,54.5,45.5,JOHN ADAMS HIGH SCHOOL,808,56.9,17.6,John Adams High School,Queens,"101-01 Rockaway Boulevard
Ozone Park, NY 11417
(40.679831401000456, -73.83832266399963)","(40.679831401000456, -73.83832266399963)",40.67983140100045,-73.83832266399963
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",194,429,491,425,1345,"High School for Construction Trades, Engineering a",91,109,21,1.1978021978021978,19.26605504587156,"High School for Construction Trades, Engineering and Architecture",27,THE HIGH SCHOOL FOR CONSTRUCTION TRADES,53.7,924,0.4,5.8,0,30.7,11.3,41.6,15.4,67.3,32.7,HIGH SCHOOL FOR CONSTRUCTION TRADES,177,88.1,1.1,"High School for Construction Trades, Engineering and Architecture",Queens,"94-06 104Th Street
Ozone Park, NY 11416
(40.68939682600046, -73.84064100099965)","(40.68939682600046, -73.84064100099965)",40.6893968260004,-73.84064100099965
